Идентификатор объекта;Адрес недвижимости;Тип недвижимости;Площадь объекта;Цена;Количество комнат;Состояние объекта;Контактные данные собственника;Статус объекта;Дата добавления информации
6988;г. Екатеринбург, пер. Ростовский, д. 61 к. 64, 703773;земельный участок;49;12229181;3;требует ремонта;+7 (486) 053-8457;зарезервирован;01.02.2023
6989;п. Казань, наб. Советская, д. 88 стр. 6, 343188;квартира;135;15735905;2;требует ремонта;8 (381) 126-88-39;продается;25.01.2022
6990;клх Нижнеудинск, ш. Физкультурное, д. 4/3 к. 1/1, 737906;квартира;181;12842845;2;требует ремонта;+7 (016) 750-4905;зарезервирован;20.02.2022
6991;с. Ноябрьск, ш. Свободы, д. 2 стр. 27, 335752;дом;61;8740318;1;жилое;+7 (199) 919-15-79;сдается;25.03.2023
6992;клх Ахтубинск, ш. Дачное, д. 2/2 стр. 7, 234460;дом;96;1382294;5;требует ремонта;8 (955) 785-16-91;зарезервирован;14.05.2021
6993;клх Троицк (Моск.), ш. Надежды, д. 1/1, 921921;квартира;77;6149392;3;жилое;86 871 294 157;продается;14.01.2023
6994;г. Яр-Сале, алл. Железнодорожная, д. 5 к. 5, 019272;квартира;85;13043044;3;новостройка;71 660 002 000;зарезервирован;11.08.2022
6995;г. Бугульма, ш. Волочаевское, д. 8/5, 253602;земельный участок;27;10511843;2;новостройка;+7 (217) 644-60-48;сдается;02.05.2022
6996;клх Вытегра, пр. Енисейский, д. 241 стр. 47, 172219;дом;81;15788993;2;требует ремонта;+7 (082) 197-55-97;продается;11.04.2023
6997;п. Костомукша, алл. Рябиновая, д. 2, 456767;земельный участок;47;5388114;1;жилое;87 417 562 812;продается;19.11.2020
6998;с. Владивосток, пер. Беляева, д. 9/5 стр. 301, 078300;квартира;108;16279070;3;жилое;77477145735;продается;28.06.2023
6999;д. Долинск, алл. Юности, д. 34 стр. 984, 018519;квартира;121;5301280;4;жилое;8 (889) 433-1513;зарезервирован;22.01.2022
7000;с. Уэлен, алл. Заовражная, д. 7, 086860;дом;150;17728267;3;жилое;+7 665 080 70 73;продается;09.09.2022
7001;с. Ачинск, ш. Путевое, д. 408 стр. 33, 173937;земельный участок;193;2804223;3;жилое;8 (889) 226-0513;сдается;01.03.2021
7002;клх Петропавловск-Камчатский, бул. Урожайный, д. 16, 666351;земельный участок;98;15363521;5;требует ремонта;8 (400) 606-09-58;зарезервирован;05.05.2023
7003;д. Горячинск, бул. Весенний, д. 837, 563921;земельный участок;31;1535826;4;требует ремонта;+7 (712) 768-50-38;сдается;10.05.2021
7004;клх Йошкар-Ола, алл. Гастелло, д. 8/8 к. 8, 658626;квартира;33;15092507;5;требует ремонта;8 (576) 244-69-80;продается;30.06.2022
7005;п. Оха, бул. Кузнечный, д. 868, 645760;земельный участок;67;2669440;5;требует ремонта;+7 (457) 058-07-43;продается;14.07.2023
7006;п. Барнаул, наб. Карла Маркса, д. 98 стр. 980, 782219;земельный участок;89;3967686;4;новостройка;77060388526;продается;15.07.2021
7007;п. Троицко-Печорск, пер. Саратовский, д. 83 стр. 823, 128676;земельный участок;85;1354573;1;жилое;+7 (833) 934-5110;продается;15.07.2023
7008;п. Курумкан, ул. Рязанская, д. 80 стр. 334, 608532;земельный участок;188;2901702;3;жилое;79532827376;зарезервирован;07.09.2021
7009;ст. Кондопога, наб. 50 лет Октября, д. 744 к. 3, 608278;квартира;65;14692165;2;жилое;70 405 956 320;продается;20.10.2020
7010;к. Тула, ш. Новое, д. 2 к. 386, 547478;квартира;49;7851583;4;жилое;72 274 914 985;сдается;08.04.2022
7011;п. Салехард, ул. Локомотивная, д. 362, 339756;земельный участок;92;4297683;4;новостройка;8 (745) 890-95-41;сдается;06.10.2021
7012;к. Терней, бул. Камский, д. 530 стр. 24, 300337;земельный участок;33;16432179;5;новостройка;+7 (608) 366-1854;продается;06.08.2021
7013;клх Волгоград, пр. Морозова, д. 5 к. 712, 241370;земельный участок;117;6609686;4;жилое;79 932 422 356;сдается;10.01.2022
7014;г. Новомичуринск, бул. Полтавский, д. 87, 485418;дом;169;13922801;3;требует ремонта;75988483758;продается;15.12.2020
7015;клх Боровск, бул. Гастелло, д. 79 стр. 391, 168722;квартира;63;11003342;5;новостройка;87 338 877 458;зарезервирован;25.05.2022
7016;к. Усть-Ишим, бул. Просвещения, д. 856, 094503;квартира;191;10880409;1;жилое;8 (195) 444-2042;сдается;21.05.2021
7017;с. Кострома, наб. 8-е Марта, д. 40 к. 1/9, 973394;дом;141;17155252;3;требует ремонта;88166317732;сдается;30.11.2020
7018;ст. Кош-Агач, бул. Казанский, д. 411 стр. 6, 244857;квартира;149;4320591;1;новостройка;79546658025;продается;17.09.2022
7019;г. Печора, бул. Гончарова, д. 7/4 к. 42, 535817;дом;164;8694394;5;требует ремонта;87 067 376 659;зарезервирован;05.11.2021
7020;к. Яхрома, ул. Волкова, д. 2/7, 427477;земельный участок;69;5450085;3;новостройка;8 086 754 65 06;продается;08.06.2022
7021;п. Ейск, пр. Линейный, д. 419, 066523;квартира;106;12011320;4;требует ремонта;70773930536;зарезервирован;09.01.2023
7022;д. Вязьма, наб. Авиационная, д. 190 к. 1, 115206;земельный участок;141;16854425;2;новостройка;81287406707;сдается;18.09.2021
7023;клх Соболево, бул. Морской, д. 4/4 стр. 161, 935881;дом;22;15329950;5;требует ремонта;88855160112;сдается;09.06.2023
7024;с. Гаврилов-Ям, пр. Таманский, д. 624 стр. 144, 708141;дом;73;9547251;5;жилое;+7 (323) 107-31-92;зарезервирован;25.10.2022
7025;д. Черусти, наб. Правды, д. 4/1 к. 2, 541711;квартира;60;2341508;1;жилое;74 345 247 433;продается;19.08.2020
7026;д. Чокурдах, алл. Озерная, д. 7 стр. 840, 247188;земельный участок;93;18242860;2;жилое;+7 (494) 355-1130;сдается;27.03.2023
7027;г. Чулым, пер. Березовый, д. 56, 297600;дом;44;6370007;5;требует ремонта;82801958638;продается;18.01.2023
7028;г. Инта, алл. Дальневосточная, д. 407 стр. 1, 633826;дом;121;11788365;2;новостройка;+7 (398) 435-12-73;продается;25.11.2022
7029;клх Адыгейск, ул. Специалистов, д. 8/9 к. 311, 484092;дом;58;9493884;1;требует ремонта;85732890585;зарезервирован;26.01.2022
7030;с. Юрьев-Польский, алл. Запорожская, д. 9/5 стр. 29, 893122;квартира;96;2879390;4;новостройка;89 286 644 262;сдается;26.12.2021
7031;п. Томпа, алл. Подлесная, д. 855, 937546;дом;56;5422680;5;жилое;+7 (575) 032-7575;продается;07.02.2022
7032;ст. Бомнак, ул. Раздольная, д. 56 к. 9/6, 072891;дом;107;6495289;5;жилое;71 808 193 704;сдается;25.03.2022
7033;ст. Ставрополь, бул. Вавилова, д. 5, 732009;дом;39;16444813;4;жилое;71849054694;продается;13.12.2021
7034;д. Сунтар, бул. Лунный, д. 1/7 стр. 6, 383764;дом;54;9374496;3;требует ремонта;+7 390 779 40 43;сдается;18.05.2022
7035;с. Кунгур, пр. Молодежный, д. 4/5 к. 2, 637006;квартира;105;6388380;1;жилое;+7 (989) 144-2226;сдается;12.06.2021
7036;г. Пинега, ул. Союзная, д. 2 стр. 5/1, 611676;земельный участок;51;3582814;3;новостройка;8 (250) 251-3686;зарезервирован;12.11.2022
7037;ст. Шерегеш, ул. Пригородная, д. 9, 573598;квартира;188;3334545;4;новостройка;+7 450 245 20 33;зарезервирован;16.08.2021
7038;ст. Надым, наб. Кирова, д. 3, 842237;квартира;136;9554526;2;новостройка;8 580 987 04 36;продается;25.11.2022
7039;к. Алагир, пр. Октября, д. 6 к. 4, 270532;земельный участок;159;19822461;1;новостройка;+7 (394) 357-1085;зарезервирован;22.04.2022
7040;г. Усолье Сибирское, пер. Микрорайон, д. 109, 461353;квартира;178;7185813;3;новостройка;80762389064;сдается;01.05.2023
7041;д. Бодайбо, алл. Бульварная, д. 4/6 к. 1, 005921;дом;86;1506045;5;новостройка;+7 (168) 861-18-06;зарезервирован;15.10.2020
7042;п. Верещагино (Перм.), алл. Зои Космодемьянской, д. 915 стр. 945, 345520;дом;194;5445948;5;новостройка;8 (283) 482-4075;зарезервирован;15.05.2022
7043;г. Листвянка (Иркут.), наб. Белинского, д. 429 к. 2/1, 592838;квартира;132;12813002;2;жилое;8 (407) 449-2090;сдается;15.05.2023
7044;п. Ребриха, наб. 9 мая, д. 7/3, 031054;земельный участок;142;15021496;5;требует ремонта;74 943 886 250;продается;25.04.2023
7045;с. Глазов, пр. Серова, д. 6 стр. 7/8, 374324;квартира;143;2481180;2;требует ремонта;81 413 512 980;продается;20.10.2022
7046;г. Москва, пер. Ясный, д. 813 к. 930, 234346;квартира;131;2548294;4;требует ремонта;+7 (232) 408-81-98;продается;12.04.2022
7047;г. Каменномостский, наб. Жданова, д. 545, 084574;дом;136;13661002;5;новостройка;8 (389) 482-73-82;сдается;26.08.2021
7048;д. Канск, наб. Войкова, д. 5/4, 038179;квартира;169;5153739;2;жилое;8 412 909 07 93;зарезервирован;17.05.2023
